神龙宝藏索引,章节,怪物entryId,等级（要求）,挑战次数（每天）,能否组队,怪物列表,挑战奖励,首通奖励,挖宝星级,章节名称,首通奖励预览,通关奖励预览
116,28,50000005,132,1,0,[10]=115110,"{""exp"",860000},{""funds"",52000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,88}, {""exp"",8000000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",11800000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,206}}",宝藏图18,"{60056, 100}","{60061,860000},{60055,52000},{20013,2}"
117,28,115210,132,1,0,"[2]=115202,[3]=115203,[4]=115204,[5]=115205,[6]=115206,[8]=115208,[9]=115209,[10]=115210,[11]=115211,[12]=115212","{""exp"",860000},{""funds"",52000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,88}, {""exp"",8000000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",11800000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,206}}",宝藏图18,"{60056, 100}","{60061,860000},{60055,52000},{20013,2}"
118,28,50000001,132,1,0,[10]=115310,"{""exp"",860000},{""funds"",52000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,88}, {""exp"",8000000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",11800000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,206}}",宝藏图18,"{60056, 100}","{60061,860000},{60055,52000},{20013,2}"
119,29,115410,152,1,0,"[2]=115402,[3]=115403,[4]=115404,[5]=115405,[6]=115406,[8]=115408,[9]=115409,[10]=115410,[11]=115411,[12]=115412","{""exp"",745000},{""funds"",53000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8400000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",12400000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图19,"{60056, 100}","{60061,745000},{60055,53000},{20013,2}"
120,29,50000003,152,1,0,[10]=115510,"{""exp"",745000},{""funds"",53000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8400000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",12400000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图19,"{60056, 100}","{60061,745000},{60055,53000},{20013,2}"
121,29,115610,152,1,0,"[2]=115602,[3]=115603,[4]=115604,[5]=115605,[6]=115606,[8]=115608,[9]=115609,[10]=115610,[11]=115611,[12]=115612","{""exp"",745000},{""funds"",53000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8400000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",12400000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图19,"{60056, 100}","{60061,745000},{60055,53000},{20013,2}"
122,29,115710,152,1,0,"[2]=115702,[3]=115703,[4]=115704,[5]=115705,[6]=115706,[8]=115708,[9]=115709,[10]=115710,[11]=115711,[12]=115712","{""exp"",745000},{""funds"",53000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8400000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",12400000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图19,"{60056, 100}","{60061,745000},{60055,53000},{20013,2}"
123,29,115810,152,1,0,"[2]=115802,[3]=115803,[4]=115804,[5]=115805,[6]=115806,[8]=115808,[9]=115809,[10]=115810,[11]=115811,[12]=115812","{""exp"",745000},{""funds"",53000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8400000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",12400000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图19,"{60056, 100}","{60061,745000},{60055,53000},{20013,2}"
124,29,50000003,152,1,0,[10]=115910,"{""exp"",745000},{""funds"",53000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8400000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",12400000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图19,"{60056, 100}","{60061,745000},{60055,53000},{20013,2}"
125,30,116010,152,1,0,"[2]=116002,[3]=116003,[4]=116004,[5]=116005,[6]=116006,[8]=116008,[9]=116009,[10]=116010,[11]=116011,[12]=116012","{""exp"",745000},{""funds"",54000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8800000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",13000000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图20,"{60056, 100}","{60061,745000},{60055,54000},{20013,2}"
126,30,116110,152,1,0,"[2]=116102,[3]=116103,[4]=116104,[5]=116105,[6]=116106,[8]=116108,[9]=116109,[10]=116110,[11]=116111,[12]=116112","{""exp"",745000},{""funds"",54000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8800000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",13000000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图20,"{60056, 100}","{60061,745000},{60055,54000},{20013,2}"
127,30,50000004,152,1,0,[10]=116210,"{""exp"",745000},{""funds"",54000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8800000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",13000000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图20,"{60056, 100}","{60061,745000},{60055,54000},{20013,2}"
128,30,116310,152,1,0,"[2]=116302,[3]=116303,[4]=116304,[5]=116305,[6]=116306,[8]=116308,[9]=116309,[10]=116310,[11]=116311,[12]=116312","{""exp"",745000},{""funds"",54000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8800000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",13000000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图20,"{60056, 100}","{60061,745000},{60055,54000},{20013,2}"
129,30,50000004,152,1,0,[10]=116410,"{""exp"",745000},{""funds"",54000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8800000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",13000000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图20,"{60056, 100}","{60061,745000},{60055,54000},{20013,2}"
130,30,116510,152,1,0,"[2]=116502,[3]=116503,[4]=116504,[5]=116505,[6]=116506,[8]=116508,[9]=116509,[10]=116510,[11]=116511,[12]=116512","{""exp"",745000},{""funds"",54000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",8800000}},[12]={{""bindRmb"",2100}, {""item"",60005,2}, {""exp"",13000000}},[18]={{""bindRmb"",4200}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图20,"{60056, 100}","{60061,745000},{60055,54000},{20013,2}"
131,31,116610,152,1,0,"[2]=116602,[3]=116603,[4]=116604,[5]=116605,[6]=116606,[8]=116608,[9]=116609,[10]=116610,[11]=116611,[12]=116612","{""exp"",745000},{""funds"",55000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",9200000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",13600000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图21,"{60056, 100}","{60061,745000},{60055,55000},{20013,2}"
132,31,50000001,152,1,0,[10]=116710,"{""exp"",745000},{""funds"",55000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",9200000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",13600000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图21,"{60056, 100}","{60061,745000},{60055,55000},{20013,2}"
133,31,50000002,152,1,0,[10]=116810,"{""exp"",745000},{""funds"",55000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",9200000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",13600000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图21,"{60056, 100}","{60061,745000},{60055,55000},{20013,2}"
134,31,116910,152,1,0,"[2]=116902,[3]=116903,[4]=116904,[5]=116905,[6]=116906,[8]=116908,[9]=116909,[10]=116910,[11]=116911,[12]=116912","{""exp"",745000},{""funds"",55000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",9200000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",13600000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图21,"{60056, 100}","{60061,745000},{60055,55000},{20013,2}"
135,31,117010,152,1,0,"[2]=117002,[3]=117003,[4]=117004,[5]=117005,[6]=117006,[8]=117008,[9]=117009,[10]=117010,[11]=117011,[12]=117012","{""exp"",745000},{""funds"",55000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",9200000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",13600000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图21,"{60056, 100}","{60061,745000},{60055,55000},{20013,2}"
136,31,117110,152,1,0,"[2]=117102,[3]=117103,[4]=117104,[5]=117105,[6]=117106,[8]=117108,[9]=117109,[10]=117110,[11]=117111,[12]=117112","{""exp"",745000},{""funds"",55000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1200}, {""item"",20013,100}, {""exp"",9200000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",13600000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,234}}",宝藏图21,"{60056, 100}","{60061,745000},{60055,55000},{20013,2}"
137,32,117210,172,1,0,"[2]=117202,[3]=117203,[4]=117204,[5]=117205,[6]=117206,[8]=117208,[9]=117209,[10]=117210,[11]=117211,[12]=117212","{""exp"",802000},{""funds"",56000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",9600000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14200000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图22,"{60056, 100}","{60061,802000},{60055,56000},{20013,2}"
138,32,117310,172,1,0,"[2]=117302,[3]=117303,[4]=117304,[5]=117305,[6]=117306,[8]=117308,[9]=117309,[10]=117310,[11]=117311,[12]=117312","{""exp"",802000},{""funds"",56000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",9600000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14200000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图22,"{60056, 100}","{60061,802000},{60055,56000},{20013,2}"
139,32,117410,172,1,0,"[2]=117402,[3]=117403,[4]=117404,[5]=117405,[6]=117406,[8]=117408,[9]=117409,[10]=117410,[11]=117411,[12]=117412","{""exp"",802000},{""funds"",56000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",9600000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14200000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图22,"{60056, 100}","{60061,802000},{60055,56000},{20013,2}"
140,32,117510,172,1,0,"[2]=117502,[3]=117503,[4]=117504,[5]=117505,[6]=117506,[8]=117508,[9]=117509,[10]=117510,[11]=117511,[12]=117512","{""exp"",802000},{""funds"",56000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",9600000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14200000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图22,"{60056, 100}","{60061,802000},{60055,56000},{20013,2}"
141,32,117610,172,1,0,"[2]=117602,[3]=117603,[4]=117604,[5]=117605,[6]=117606,[8]=117608,[9]=117609,[10]=117610,[11]=117611,[12]=117612","{""exp"",802000},{""funds"",56000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",9600000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14200000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图22,"{60056, 100}","{60061,802000},{60055,56000},{20013,2}"
142,32,117710,172,1,0,"[2]=117702,[3]=117703,[4]=117704,[5]=117705,[6]=117706,[8]=117708,[9]=117709,[10]=117710,[11]=117711,[12]=117712","{""exp"",802000},{""funds"",56000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",9600000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14200000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图22,"{60056, 100}","{60061,802000},{60055,56000},{20013,2}"
143,33,50000003,172,1,0,[10]=117810,"{""exp"",802000},{""funds"",57000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10000000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14800000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图23,"{60056, 100}","{60061,802000},{60055,57000},{20013,2}"
144,33,117910,172,1,0,"[2]=117902,[3]=117903,[4]=117904,[5]=117905,[6]=117906,[8]=117908,[9]=117909,[10]=117910,[11]=117911,[12]=117912","{""exp"",802000},{""funds"",57000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10000000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14800000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图23,"{60056, 100}","{60061,802000},{60055,57000},{20013,2}"
145,33,118010,172,1,0,"[2]=118002,[3]=118003,[4]=118004,[5]=118005,[6]=118006,[8]=118008,[9]=118009,[10]=118010,[11]=118011,[12]=118012","{""exp"",802000},{""funds"",57000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10000000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14800000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图23,"{60056, 100}","{60061,802000},{60055,57000},{20013,2}"
146,33,118110,172,1,0,"[2]=118102,[3]=118103,[4]=118104,[5]=118105,[6]=118106,[8]=118108,[9]=118109,[10]=118110,[11]=118111,[12]=118112","{""exp"",802000},{""funds"",57000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10000000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14800000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图23,"{60056, 100}","{60061,802000},{60055,57000},{20013,2}"
147,33,118210,172,1,0,"[2]=118202,[3]=118203,[4]=118204,[5]=118205,[6]=118206,[8]=118208,[9]=118209,[10]=118210,[11]=118211,[12]=118212","{""exp"",802000},{""funds"",57000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10000000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14800000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图23,"{60056, 100}","{60061,802000},{60055,57000},{20013,2}"
148,33,118310,172,1,0,"[2]=118302,[3]=118303,[4]=118304,[5]=118305,[6]=118306,[8]=118308,[9]=118309,[10]=118310,[11]=118311,[12]=118312","{""exp"",802000},{""funds"",57000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10000000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",14800000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图23,"{60056, 100}","{60061,802000},{60055,57000},{20013,2}"
149,34,50000004,172,1,0,[10]=118410,"{""exp"",802000},{""funds"",58000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10400000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",15400000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图24,"{60056, 100}","{60061,802000},{60055,58000},{20013,2}"
150,34,50000002,172,1,0,[10]=118510,"{""exp"",802000},{""funds"",58000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10400000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",15400000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图24,"{60056, 100}","{60061,802000},{60055,58000},{20013,2}"
151,34,50000006,172,1,0,[10]=118610,"{""exp"",802000},{""funds"",58000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10400000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",15400000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图24,"{60056, 100}","{60061,802000},{60055,58000},{20013,2}"
152,34,50000004,172,1,0,[10]=118710,"{""exp"",802000},{""funds"",58000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10400000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",15400000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图24,"{60056, 100}","{60061,802000},{60055,58000},{20013,2}"
153,34,118810,172,1,0,"[2]=118802,[3]=118803,[4]=118804,[5]=118805,[6]=118806,[8]=118808,[9]=118809,[10]=118810,[11]=118811,[12]=118812","{""exp"",802000},{""funds"",58000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10400000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",15400000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图24,"{60056, 100}","{60061,802000},{60055,58000},{20013,2}"
154,34,118910,172,1,0,"[2]=118902,[3]=118903,[4]=118904,[5]=118905,[6]=118906,[8]=118908,[9]=118909,[10]=118910,[11]=118911,[12]=118912","{""exp"",802000},{""funds"",58000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,110}, {""exp"",10400000}},[12]={{""bindRmb"",2400}, {""item"",60005,2}, {""exp"",15400000}},[18]={{""bindRmb"",4800}, {""item"",60005,2}, {""item"",200013,237}}",宝藏图24,"{60056, 100}","{60061,802000},{60055,58000},{20013,2}"
155,35,50000001,192,1,0,[10]=119010,"{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图25,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
156,35,119110,192,1,0,"[2]=119102,[3]=119103,[4]=119104,[5]=119105,[6]=119106,[8]=119108,[9]=119109,[10]=119110,[11]=119111,[12]=119112","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图25,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
157,35,119210,192,1,0,"[2]=119202,[3]=119203,[4]=119204,[5]=119205,[6]=119206,[8]=119208,[9]=119209,[10]=119210,[11]=119211,[12]=119212","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图25,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
158,35,50000003,192,1,0,[10]=119310,"{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图25,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
159,35,50000006,192,1,0,[10]=119410,"{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图25,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
160,35,119510,192,1,0,"[2]=119502,[3]=119503,[4]=119504,[5]=119505,[6]=119506,[8]=119508,[9]=119509,[10]=119510,[11]=119511,[12]=119512","{""exp"",860000},{""funds"",59000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",10800000}},[12]={{""bindRmb"",2400}, {""item"",60005,3}, {""exp"",16000000}},[18]={{""bindRmb"",4800}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图25,"{60056, 100}","{60061,860000},{60055,59000},{20013,2}"
161,36,50000001,192,1,0,[10]=119610,"{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图26,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
162,36,50000002,192,1,0,[10]=119710,"{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图26,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
163,36,119810,192,1,0,"[2]=119802,[3]=119803,[4]=119804,[5]=119805,[6]=119806,[8]=119808,[9]=119809,[10]=119810,[11]=119811,[12]=119812","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图26,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
164,36,50000001,192,1,0,[10]=119910,"{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图26,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
165,36,120010,192,1,0,"[2]=120002,[3]=120003,[4]=120004,[5]=120005,[6]=120006,[8]=120008,[9]=120009,[10]=120010,[11]=120011,[12]=120012","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图26,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
166,36,120110,192,1,0,"[2]=120102,[3]=120103,[4]=120104,[5]=120105,[6]=120106,[8]=120108,[9]=120109,[10]=120110,[11]=120111,[12]=120112","{""exp"",860000},{""funds"",60000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1400}, {""item"",20013,120}, {""exp"",11200000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",16600000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图26,"{60056, 100}","{60061,860000},{60055,60000},{20013,2}"
167,37,120210,192,1,0,"[2]=120202,[3]=120203,[4]=120204,[5]=120205,[6]=120206,[8]=120208,[9]=120209,[10]=120210,[11]=120211,[12]=120212","{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图27,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
168,37,50000005,192,1,0,[10]=120310,"{""exp"",860000},{""funds"",61000},{""item"",20013,2}","{""bindRmb"",100}","[6]={{""bindRmb"",1600}, {""item"",20013,120}, {""exp"",11600000}},[12]={{""bindRmb"",2700}, {""item"",60005,3}, {""exp"",17200000}},[18]={{""bindRmb"",5400}, {""item"",60005,3}, {""item"",200013,245}}",宝藏图27,"{60056, 100}","{60061,860000},{60055,61000},{20013,2}"
