关卡ID,章节id,名称,怪物库,难度,需要玩家等级,经验奖励,关卡等级,遇多少次怪,,掉落库,三星通关时间,星级奖励,体力消耗,指定部下增加血量或怒气,增加奧義能量,关卡礼包npcEntryId,礼包有效期,容错
2632,1164,蜘蛛洞6_2,[10]=263210,1,190,39925000,190,3,,,120,,0,,,,,0
2633,1164,蜘蛛洞6_3,"[2]=263302,[3]=263303,[4]=263304,[5]=263305,[6]=263306,[8]=263308,[9]=263309,[10]=263310,[11]=263311,[12]=263312",1,190,39925000,190,3,,,120,,0,,,,,0
2634,1164,蜘蛛洞6_4,[10]=263410,1,190,39925000,190,3,,,120,,0,,,,,0
2635,1164,蜘蛛洞6_5,[10]=263510,1,190,39925000,190,3,,,120,,0,,,,,0
2636,1164,蜘蛛洞6_6,"[2]=263602,[3]=263603,[4]=263604,[5]=263605,[6]=263606,[8]=263608,[9]=263609,[10]=263610,[11]=263611,[12]=263612",1,190,39925000,190,3,,,120,,0,,,,,0
2637,1164,蜘蛛洞6_7,"[2]=263702,[3]=263703,[4]=263704,[5]=263705,[6]=263706,[8]=263708,[9]=263709,[10]=263710,[11]=263711,[12]=263712",1,190,39925000,190,3,,,120,,0,,,,,0
2638,1164,蜘蛛洞6_8,[10]=263810,1,190,39925000,190,3,,,120,,0,,,,,0
2639,1164,蜘蛛洞6_9,[10]=263910,1,190,39925000,190,3,,,120,,0,,,,,0
2640,1164,蜘蛛洞6_10,"[2]=264002,[3]=264003,[4]=264004,[5]=264005,[6]=264006,[8]=264008,[9]=264009,[10]=264010,[11]=264011,[12]=264012",1,190,39925000,190,3,,,120,,0,,,,,0
2641,1165,蜘蛛洞7_1,"[2]=264102,[3]=264103,[4]=264104,[5]=264105,[6]=264106,[8]=264108,[9]=264109,[10]=264110,[11]=264111,[12]=264112",1,190,39925000,190,3,,,120,,0,,,,,0
2642,1165,蜘蛛洞7_2,"[2]=264202,[3]=264203,[4]=264204,[5]=264205,[6]=264206,[8]=264208,[9]=264209,[10]=264210,[11]=264211,[12]=264212",1,190,39925000,190,3,,,120,,0,,,,,0
2643,1165,蜘蛛洞7_3,"[2]=264302,[3]=264303,[4]=264304,[5]=264305,[6]=264306,[8]=264308,[9]=264309,[10]=264310,[11]=264311,[12]=264312",1,190,39925000,190,3,,,120,,0,,,,,0
2644,1165,蜘蛛洞7_4,[10]=264410,1,190,39925000,190,3,,,120,,0,,,,,0
2645,1165,蜘蛛洞7_5,"[2]=264502,[3]=264503,[4]=264504,[5]=264505,[6]=264506,[8]=264508,[9]=264509,[10]=264510,[11]=264511,[12]=264512",1,190,39925000,190,3,,,120,,0,,,,,0
2646,1165,蜘蛛洞7_6,"[2]=264602,[3]=264603,[4]=264604,[5]=264605,[6]=264606,[8]=264608,[9]=264609,[10]=264610,[11]=264611,[12]=264612",1,190,39925000,190,3,,,120,,0,,,,,0
2647,1165,蜘蛛洞7_7,[10]=264710,1,190,39925000,190,3,,,120,,0,,,,,0
2648,1165,蜘蛛洞7_8,"[2]=264802,[3]=264803,[4]=264804,[5]=264805,[6]=264806,[8]=264808,[9]=264809,[10]=264810,[11]=264811,[12]=264812",1,190,39925000,190,3,,,120,,0,,,,,0
2649,1165,蜘蛛洞7_9,[10]=264910,1,190,39925000,190,3,,,120,,0,,,,,0
2650,1165,蜘蛛洞7_10,[10]=265010,1,190,39925000,190,3,,,120,,0,,,,,0
2651,1166,蜘蛛洞8_1,[10]=265110,1,190,39925000,190,3,,,120,,0,,,,,0
2652,1166,蜘蛛洞8_2,"[2]=265202,[3]=265203,[4]=265204,[5]=265205,[6]=265206,[8]=265208,[9]=265209,[10]=265210,[11]=265211,[12]=265212",1,190,39925000,190,3,,,120,,0,,,,,0
2653,1166,蜘蛛洞8_3,[10]=265310,1,190,39925000,190,3,,,120,,0,,,,,0
2654,1166,蜘蛛洞8_4,"[2]=265402,[3]=265403,[4]=265404,[5]=265405,[6]=265406,[8]=265408,[9]=265409,[10]=265410,[11]=265411,[12]=265412",1,190,39925000,190,3,,,120,,0,,,,,0
2655,1166,蜘蛛洞8_5,"[2]=265502,[3]=265503,[4]=265504,[5]=265505,[6]=265506,[8]=265508,[9]=265509,[10]=265510,[11]=265511,[12]=265512",1,190,39925000,190,3,,,120,,0,,,,,0
2656,1166,蜘蛛洞8_6,"[2]=265602,[3]=265603,[4]=265604,[5]=265605,[6]=265606,[8]=265608,[9]=265609,[10]=265610,[11]=265611,[12]=265612",1,190,39925000,190,3,,,120,,0,,,,,0
2657,1166,蜘蛛洞8_7,"[2]=265702,[3]=265703,[4]=265704,[5]=265705,[6]=265706,[8]=265708,[9]=265709,[10]=265710,[11]=265711,[12]=265712",1,190,39925000,190,3,,,120,,0,,,,,0
2658,1166,蜘蛛洞8_8,"[2]=265802,[3]=265803,[4]=265804,[5]=265805,[6]=265806,[8]=265808,[9]=265809,[10]=265810,[11]=265811,[12]=265812",1,190,39925000,190,3,,,120,,0,,,,,0
2659,1166,蜘蛛洞8_9,[10]=265910,1,190,39925000,190,3,,,120,,0,,,,,0
2660,1166,蜘蛛洞8_10,"[2]=266002,[3]=266003,[4]=266004,[5]=266005,[6]=266006,[8]=266008,[9]=266009,[10]=266010,[11]=266011,[12]=266012",1,190,39925000,190,3,,,120,,0,,,,,0
2661,1167,蜘蛛洞9_1,[10]=266110,1,190,39925000,190,3,,,120,,0,,,,,0
2662,1167,蜘蛛洞9_2,[10]=266210,1,190,39925000,190,3,,,120,,0,,,,,0
2663,1167,蜘蛛洞9_3,"[2]=266302,[3]=266303,[4]=266304,[5]=266305,[6]=266306,[8]=266308,[9]=266309,[10]=266310,[11]=266311,[12]=266312",1,190,39925000,190,3,,,120,,0,,,,,0
2664,1167,蜘蛛洞9_4,[10]=266410,1,190,39925000,190,3,,,120,,0,,,,,0
2665,1167,蜘蛛洞9_5,"[2]=266502,[3]=266503,[4]=266504,[5]=266505,[6]=266506,[8]=266508,[9]=266509,[10]=266510,[11]=266511,[12]=266512",1,190,39925000,190,3,,,120,,0,,,,,0
2666,1167,蜘蛛洞9_6,[10]=266610,1,190,39925000,190,3,,,120,,0,,,,,0
2667,1167,蜘蛛洞9_7,[10]=266710,1,190,39925000,190,3,,,120,,0,,,,,0
2668,1167,蜘蛛洞9_8,"[2]=266802,[3]=266803,[4]=266804,[5]=266805,[6]=266806,[8]=266808,[9]=266809,[10]=266810,[11]=266811,[12]=266812",1,190,39925000,190,3,,,120,,0,,,,,0
2669,1167,蜘蛛洞9_9,[10]=266910,1,190,39925000,190,3,,,120,,0,,,,,0
2670,1167,蜘蛛洞9_10,"[2]=267002,[3]=267003,[4]=267004,[5]=267005,[6]=267006,[8]=267008,[9]=267009,[10]=267010,[11]=267011,[12]=267012",1,190,39925000,190,3,,,120,,0,,,,,0
2671,1168,蜘蛛洞10_1,"[2]=267102,[3]=267103,[4]=267104,[5]=267105,[6]=267106,[8]=267108,[9]=267109,[10]=267110,[11]=267111,[12]=267112",1,190,39925000,190,3,,,120,,0,,,,,0
2672,1168,蜘蛛洞10_2,"[2]=267202,[3]=267203,[4]=267204,[5]=267205,[6]=267206,[8]=267208,[9]=267209,[10]=267210,[11]=267211,[12]=267212",1,190,39925000,190,3,,,120,,0,,,,,0
2673,1168,蜘蛛洞10_3,"[2]=267302,[3]=267303,[4]=267304,[5]=267305,[6]=267306,[8]=267308,[9]=267309,[10]=267310,[11]=267311,[12]=267312",1,190,39925000,190,3,,,120,,0,,,,,0
2674,1168,蜘蛛洞10_4,[10]=267410,1,190,39925000,190,3,,,120,,0,,,,,0
2675,1168,蜘蛛洞10_5,"[2]=267502,[3]=267503,[4]=267504,[5]=267505,[6]=267506,[8]=267508,[9]=267509,[10]=267510,[11]=267511,[12]=267512",1,190,39925000,190,3,,,120,,0,,,,,0
2676,1168,蜘蛛洞10_6,"[2]=267602,[3]=267603,[4]=267604,[5]=267605,[6]=267606,[8]=267608,[9]=267609,[10]=267610,[11]=267611,[12]=267612",1,190,39925000,190,3,,,120,,0,,,,,0
2677,1168,蜘蛛洞10_7,"[2]=267702,[3]=267703,[4]=267704,[5]=267705,[6]=267706,[8]=267708,[9]=267709,[10]=267710,[11]=267711,[12]=267712",1,190,39925000,190,3,,,120,,0,,,,,0
2678,1168,蜘蛛洞10_8,[10]=267810,1,190,39925000,190,3,,,120,,0,,,,,0
2679,1168,蜘蛛洞10_9,[10]=267910,1,190,39925000,190,3,,,120,,0,,,,,0
2680,1168,蜘蛛洞10_10,"[2]=268002,[3]=268003,[4]=268004,[5]=268005,[6]=268006,[8]=268008,[9]=268009,[10]=268010,[11]=268011,[12]=268012",1,190,39925000,190,3,,,120,,0,,,,,0
2681,1169,蜘蛛洞11_1,"[2]=268102,[3]=268103,[4]=268104,[5]=268105,[6]=268106,[8]=268108,[9]=268109,[10]=268110,[11]=268111,[12]=268112",1,190,39925000,190,3,,,120,,0,,,,,0
2682,1169,蜘蛛洞11_2,"[2]=268202,[3]=268203,[4]=268204,[5]=268205,[6]=268206,[8]=268208,[9]=268209,[10]=268210,[11]=268211,[12]=268212",1,190,39925000,190,3,,,120,,0,,,,,0
2683,1169,蜘蛛洞11_3,"[2]=268302,[3]=268303,[4]=268304,[5]=268305,[6]=268306,[8]=268308,[9]=268309,[10]=268310,[11]=268311,[12]=268312",1,190,39925000,190,3,,,120,,0,,,,,0
2684,1169,蜘蛛洞11_4,"[2]=268402,[3]=268403,[4]=268404,[5]=268405,[6]=268406,[8]=268408,[9]=268409,[10]=268410,[11]=268411,[12]=268412",1,190,39925000,190,3,,,120,,0,,,,,0
2685,1169,蜘蛛洞11_5,"[2]=268502,[3]=268503,[4]=268504,[5]=268505,[6]=268506,[8]=268508,[9]=268509,[10]=268510,[11]=268511,[12]=268512",1,190,39925000,190,3,,,120,,0,,,,,0
2686,1169,蜘蛛洞11_6,"[2]=268602,[3]=268603,[4]=268604,[5]=268605,[6]=268606,[8]=268608,[9]=268609,[10]=268610,[11]=268611,[12]=268612",1,190,39925000,190,3,,,120,,0,,,,,0
2687,1169,蜘蛛洞11_7,"[2]=268702,[3]=268703,[4]=268704,[5]=268705,[6]=268706,[8]=268708,[9]=268709,[10]=268710,[11]=268711,[12]=268712",1,190,39925000,190,3,,,120,,0,,,,,0
2688,1169,蜘蛛洞11_8,[10]=268810,1,190,39925000,190,3,,,120,,0,,,,,0
2689,1169,蜘蛛洞11_9,"[2]=268902,[3]=268903,[4]=268904,[5]=268905,[6]=268906,[8]=268908,[9]=268909,[10]=268910,[11]=268911,[12]=268912",1,190,39925000,190,3,,,120,,0,,,,,0
2690,1169,蜘蛛洞11_10,[10]=269010,1,190,39925000,190,3,,,120,,0,,,,,0
2691,1170,蜘蛛洞12_1,"[2]=269102,[3]=269103,[4]=269104,[5]=269105,[6]=269106,[8]=269108,[9]=269109,[10]=269110,[11]=269111,[12]=269112",1,190,39925000,190,3,,,120,,0,,,,,0
2692,1170,蜘蛛洞12_2,"[2]=269202,[3]=269203,[4]=269204,[5]=269205,[6]=269206,[8]=269208,[9]=269209,[10]=269210,[11]=269211,[12]=269212",1,190,39925000,190,3,,,120,,0,,,,,0
2693,1170,蜘蛛洞12_3,"[2]=269302,[3]=269303,[4]=269304,[5]=269305,[6]=269306,[8]=269308,[9]=269309,[10]=269310,[11]=269311,[12]=269312",1,190,39925000,190,3,,,120,,0,,,,,0
2694,1170,蜘蛛洞12_4,"[2]=269402,[3]=269403,[4]=269404,[5]=269405,[6]=269406,[8]=269408,[9]=269409,[10]=269410,[11]=269411,[12]=269412",1,190,39925000,190,3,,,120,,0,,,,,0
2695,1170,蜘蛛洞12_5,[10]=269510,1,190,39925000,190,3,,,120,,0,,,,,0
2696,1170,蜘蛛洞12_6,[10]=269610,1,190,39925000,190,3,,,120,,0,,,,,0
2697,1170,蜘蛛洞12_7,[10]=269710,1,190,39925000,190,3,,,120,,0,,,,,0
2698,1170,蜘蛛洞12_8,"[2]=269802,[3]=269803,[4]=269804,[5]=269805,[6]=269806,[8]=269808,[9]=269809,[10]=269810,[11]=269811,[12]=269812",1,190,39925000,190,3,,,120,,0,,,,,0
2699,1170,蜘蛛洞12_9,"[2]=269902,[3]=269903,[4]=269904,[5]=269905,[6]=269906,[8]=269908,[9]=269909,[10]=269910,[11]=269911,[12]=269912",1,190,39925000,190,3,,,120,,0,,,,,0
2700,1170,蜘蛛洞12_10,"[2]=270002,[3]=270003,[4]=270004,[5]=270005,[6]=270006,[8]=270008,[9]=270009,[10]=270010,[11]=270011,[12]=270012",1,190,39925000,190,3,,,120,,0,,,,,0
2701,1171,蜘蛛洞13_1,"[2]=270102,[3]=270103,[4]=270104,[5]=270105,[6]=270106,[8]=270108,[9]=270109,[10]=270110,[11]=270111,[12]=270112",1,190,39925000,190,3,,,120,,0,,,,,0
2702,1171,蜘蛛洞13_2,"[2]=270202,[3]=270203,[4]=270204,[5]=270205,[6]=270206,[8]=270208,[9]=270209,[10]=270210,[11]=270211,[12]=270212",1,190,39925000,190,3,,,120,,0,,,,,0
2703,1171,蜘蛛洞13_3,"[2]=270302,[3]=270303,[4]=270304,[5]=270305,[6]=270306,[8]=270308,[9]=270309,[10]=270310,[11]=270311,[12]=270312",1,190,39925000,190,3,,,120,,0,,,,,0
2704,1171,蜘蛛洞13_4,"[2]=270402,[3]=270403,[4]=270404,[5]=270405,[6]=270406,[8]=270408,[9]=270409,[10]=270410,[11]=270411,[12]=270412",1,190,39925000,190,3,,,120,,0,,,,,0
2705,1171,蜘蛛洞13_5,"[2]=270502,[3]=270503,[4]=270504,[5]=270505,[6]=270506,[8]=270508,[9]=270509,[10]=270510,[11]=270511,[12]=270512",1,190,39925000,190,3,,,120,,0,,,,,0
2706,1171,蜘蛛洞13_6,"[2]=270602,[3]=270603,[4]=270604,[5]=270605,[6]=270606,[8]=270608,[9]=270609,[10]=270610,[11]=270611,[12]=270612",1,190,39925000,190,3,,,120,,0,,,,,0
2707,1171,蜘蛛洞13_7,"[2]=270702,[3]=270703,[4]=270704,[5]=270705,[6]=270706,[8]=270708,[9]=270709,[10]=270710,[11]=270711,[12]=270712",1,190,39925000,190,3,,,120,,0,,,,,0
2708,1171,蜘蛛洞13_8,"[2]=270802,[3]=270803,[4]=270804,[5]=270805,[6]=270806,[8]=270808,[9]=270809,[10]=270810,[11]=270811,[12]=270812",1,190,39925000,190,3,,,120,,0,,,,,0
2709,1171,蜘蛛洞13_9,[10]=270910,1,190,39925000,190,3,,,120,,0,,,,,0
2710,1171,蜘蛛洞13_10,"[2]=271002,[3]=271003,[4]=271004,[5]=271005,[6]=271006,[8]=271008,[9]=271009,[10]=271010,[11]=271011,[12]=271012",1,190,39925000,190,3,,,120,,0,,,,,0
2711,1172,蜘蛛洞14_1,"[2]=271102,[3]=271103,[4]=271104,[5]=271105,[6]=271106,[8]=271108,[9]=271109,[10]=271110,[11]=271111,[12]=271112",1,190,39925000,190,3,,,120,,0,,,,,0
2712,1172,蜘蛛洞14_2,"[2]=271202,[3]=271203,[4]=271204,[5]=271205,[6]=271206,[8]=271208,[9]=271209,[10]=271210,[11]=271211,[12]=271212",1,190,39925000,190,3,,,120,,0,,,,,0
2713,1172,蜘蛛洞14_3,"[2]=271302,[3]=271303,[4]=271304,[5]=271305,[6]=271306,[8]=271308,[9]=271309,[10]=271310,[11]=271311,[12]=271312",1,190,39925000,190,3,,,120,,0,,,,,0
2714,1172,蜘蛛洞14_4,"[2]=271402,[3]=271403,[4]=271404,[5]=271405,[6]=271406,[8]=271408,[9]=271409,[10]=271410,[11]=271411,[12]=271412",1,190,39925000,190,3,,,120,,0,,,,,0
2715,1172,蜘蛛洞14_5,"[2]=271502,[3]=271503,[4]=271504,[5]=271505,[6]=271506,[8]=271508,[9]=271509,[10]=271510,[11]=271511,[12]=271512",1,190,39925000,190,3,,,120,,0,,,,,0
2716,1172,蜘蛛洞14_6,"[2]=271602,[3]=271603,[4]=271604,[5]=271605,[6]=271606,[8]=271608,[9]=271609,[10]=271610,[11]=271611,[12]=271612",1,190,39925000,190,3,,,120,,0,,,,,0
2717,1172,蜘蛛洞14_7,"[2]=271702,[3]=271703,[4]=271704,[5]=271705,[6]=271706,[8]=271708,[9]=271709,[10]=271710,[11]=271711,[12]=271712",1,190,39925000,190,3,,,120,,0,,,,,0
2718,1172,蜘蛛洞14_8,"[2]=271802,[3]=271803,[4]=271804,[5]=271805,[6]=271806,[8]=271808,[9]=271809,[10]=271810,[11]=271811,[12]=271812",1,190,39925000,190,3,,,120,,0,,,,,0
2719,1172,蜘蛛洞14_9,[10]=271910,1,190,39925000,190,3,,,120,,0,,,,,0
2720,1172,蜘蛛洞14_10,"[2]=272002,[3]=272003,[4]=272004,[5]=272005,[6]=272006,[8]=272008,[9]=272009,[10]=272010,[11]=272011,[12]=272012",1,190,39925000,190,3,,,120,,0,,,,,0
2721,1173,蜘蛛洞15_1,[10]=272110,1,190,39925000,190,3,,,120,,0,,,,,0
2722,1173,蜘蛛洞15_2,"[2]=272202,[3]=272203,[4]=272204,[5]=272205,[6]=272206,[8]=272208,[9]=272209,[10]=272210,[11]=272211,[12]=272212",1,190,39925000,190,3,,,120,,0,,,,,0
2723,1173,蜘蛛洞15_3,"[2]=272302,[3]=272303,[4]=272304,[5]=272305,[6]=272306,[8]=272308,[9]=272309,[10]=272310,[11]=272311,[12]=272312",1,190,39925000,190,3,,,120,,0,,,,,0
2724,1173,蜘蛛洞15_4,[10]=272410,1,190,39925000,190,3,,,120,,0,,,,,0
2725,1173,蜘蛛洞15_5,"[2]=272502,[3]=272503,[4]=272504,[5]=272505,[6]=272506,[8]=272508,[9]=272509,[10]=272510,[11]=272511,[12]=272512",1,190,39925000,190,3,,,120,,0,,,,,0
2726,1173,蜘蛛洞15_6,"[2]=272602,[3]=272603,[4]=272604,[5]=272605,[6]=272606,[8]=272608,[9]=272609,[10]=272610,[11]=272611,[12]=272612",1,190,39925000,190,3,,,120,,0,,,,,0
2727,1173,蜘蛛洞15_7,[10]=272710,1,190,39925000,190,3,,,120,,0,,,,,0
2728,1173,蜘蛛洞15_8,[10]=272810,1,190,39925000,190,3,,,120,,0,,,,,0
2729,1173,蜘蛛洞15_9,[10]=272910,1,190,39925000,190,3,,,120,,0,,,,,0
2730,1173,蜘蛛洞15_10,"[2]=273002,[3]=273003,[4]=273004,[5]=273005,[6]=273006,[8]=273008,[9]=273009,[10]=273010,[11]=273011,[12]=273012",1,190,39925000,190,3,,,120,,0,,,,,0
2731,1174,蜘蛛洞16_1,[10]=273110,1,190,39925000,190,3,,,120,,0,,,,,0
2732,1174,蜘蛛洞16_2,"[2]=273202,[3]=273203,[4]=273204,[5]=273205,[6]=273206,[8]=273208,[9]=273209,[10]=273210,[11]=273211,[12]=273212",1,190,39925000,190,3,,,120,,0,,,,,0
2733,1174,蜘蛛洞16_3,[10]=273310,1,190,39925000,190,3,,,120,,0,,,,,0
2734,1174,蜘蛛洞16_4,"[2]=273402,[3]=273403,[4]=273404,[5]=273405,[6]=273406,[8]=273408,[9]=273409,[10]=273410,[11]=273411,[12]=273412",1,190,39925000,190,3,,,120,,0,,,,,0
2735,1174,蜘蛛洞16_5,"[2]=273502,[3]=273503,[4]=273504,[5]=273505,[6]=273506,[8]=273508,[9]=273509,[10]=273510,[11]=273511,[12]=273512",1,190,39925000,190,3,,,120,,0,,,,,0
2736,1174,蜘蛛洞16_6,"[2]=273602,[3]=273603,[4]=273604,[5]=273605,[6]=273606,[8]=273608,[9]=273609,[10]=273610,[11]=273611,[12]=273612",1,190,39925000,190,3,,,120,,0,,,,,0
2737,1174,蜘蛛洞16_7,"[2]=273702,[3]=273703,[4]=273704,[5]=273705,[6]=273706,[8]=273708,[9]=273709,[10]=273710,[11]=273711,[12]=273712",1,190,39925000,190,3,,,120,,0,,,,,0
2738,1174,蜘蛛洞16_8,"[2]=273802,[3]=273803,[4]=273804,[5]=273805,[6]=273806,[8]=273808,[9]=273809,[10]=273810,[11]=273811,[12]=273812",1,190,39925000,190,3,,,120,,0,,,,,0
2739,1174,蜘蛛洞16_9,[10]=273910,1,190,39925000,190,3,,,120,,0,,,,,0
2740,1174,蜘蛛洞16_10,"[2]=274002,[3]=274003,[4]=274004,[5]=274005,[6]=274006,[8]=274008,[9]=274009,[10]=274010,[11]=274011,[12]=274012",1,190,39925000,190,3,,,120,,0,,,,,0
2741,1175,狮驼岭1_1,[10]=274110,1,200,47811000,200,3,,,120,,0,,,,,0
2742,1175,狮驼岭1_2,"[2]=274202,[3]=274203,[4]=274204,[5]=274205,[6]=274206,[8]=274208,[9]=274209,[10]=274210,[11]=274211,[12]=274212",1,200,47811000,200,3,,,120,,0,,,,,0
2743,1175,狮驼岭1_3,[10]=274310,1,200,47811000,200,3,,,120,,0,,,,,0
2744,1175,狮驼岭1_4,[10]=274410,1,200,47811000,200,3,,,120,,0,,,,,0
2745,1175,狮驼岭1_5,"[2]=274502,[3]=274503,[4]=274504,[5]=274505,[6]=274506,[8]=274508,[9]=274509,[10]=274510,[11]=274511,[12]=274512",1,200,47811000,200,3,,,120,,0,,,,,0
2746,1175,狮驼岭1_6,[10]=274610,1,200,47811000,200,3,,,120,,0,,,,,0
2747,1175,狮驼岭1_7,"[2]=274702,[3]=274703,[4]=274704,[5]=274705,[6]=274706,[8]=274708,[9]=274709,[10]=274710,[11]=274711,[12]=274712",1,200,47811000,200,3,,,120,,0,,,,,0
2748,1175,狮驼岭1_8,"[2]=274802,[3]=274803,[4]=274804,[5]=274805,[6]=274806,[8]=274808,[9]=274809,[10]=274810,[11]=274811,[12]=274812",1,200,47811000,200,3,,,120,,0,,,,,0
2749,1175,狮驼岭1_9,"[2]=274902,[3]=274903,[4]=274904,[5]=274905,[6]=274906,[8]=274908,[9]=274909,[10]=274910,[11]=274911,[12]=274912",1,200,47811000,200,3,,,120,,0,,,,,0
2750,1175,狮驼岭1_10,"[2]=275002,[3]=275003,[4]=275004,[5]=275005,[6]=275006,[8]=275008,[9]=275009,[10]=275010,[11]=275011,[12]=275012",1,200,47811000,200,3,,,120,,0,,,,,0
2751,1176,狮驼岭2_1,[10]=275110,1,200,47811000,200,3,,,120,,0,,,,,0
2752,1176,狮驼岭2_2,[10]=275210,1,200,47811000,200,3,,,120,,0,,,,,0
2753,1176,狮驼岭2_3,"[2]=275302,[3]=275303,[4]=275304,[5]=275305,[6]=275306,[8]=275308,[9]=275309,[10]=275310,[11]=275311,[12]=275312",1,200,47811000,200,3,,,120,,0,,,,,0
2754,1176,狮驼岭2_4,[10]=275410,1,200,47811000,200,3,,,120,,0,,,,,0
2755,1176,狮驼岭2_5,"[2]=275502,[3]=275503,[4]=275504,[5]=275505,[6]=275506,[8]=275508,[9]=275509,[10]=275510,[11]=275511,[12]=275512",1,200,47811000,200,3,,,120,,0,,,,,0
2756,1176,狮驼岭2_6,[10]=275610,1,200,47811000,200,3,,,120,,0,,,,,0
2757,1176,狮驼岭2_7,"[2]=275702,[3]=275703,[4]=275704,[5]=275705,[6]=275706,[8]=275708,[9]=275709,[10]=275710,[11]=275711,[12]=275712",1,200,47811000,200,3,,,120,,0,,,,,0
2758,1176,狮驼岭2_8,"[2]=275802,[3]=275803,[4]=275804,[5]=275805,[6]=275806,[8]=275808,[9]=275809,[10]=275810,[11]=275811,[12]=275812",1,200,47811000,200,3,,,120,,0,,,,,0
2759,1176,狮驼岭2_9,"[2]=275902,[3]=275903,[4]=275904,[5]=275905,[6]=275906,[8]=275908,[9]=275909,[10]=275910,[11]=275911,[12]=275912",1,200,47811000,200,3,,,120,,0,,,,,0
2760,1176,狮驼岭2_10,"[2]=276002,[3]=276003,[4]=276004,[5]=276005,[6]=276006,[8]=276008,[9]=276009,[10]=276010,[11]=276011,[12]=276012",1,200,47811000,200,3,,,120,,0,,,,,0
2761,1177,狮驼岭3_1,"[2]=276102,[3]=276103,[4]=276104,[5]=276105,[6]=276106,[8]=276108,[9]=276109,[10]=276110,[11]=276111,[12]=276112",1,200,47811000,200,3,,,120,,0,,,,,0
2762,1177,狮驼岭3_2,"[2]=276202,[3]=276203,[4]=276204,[5]=276205,[6]=276206,[8]=276208,[9]=276209,[10]=276210,[11]=276211,[12]=276212",1,200,47811000,200,3,,,120,,0,,,,,0
2763,1177,狮驼岭3_3,"[2]=276302,[3]=276303,[4]=276304,[5]=276305,[6]=276306,[8]=276308,[9]=276309,[10]=276310,[11]=276311,[12]=276312",1,200,47811000,200,3,,,120,,0,,,,,0
2764,1177,狮驼岭3_4,[10]=276410,1,200,47811000,200,3,,,120,,0,,,,,0
2765,1177,狮驼岭3_5,"[2]=276502,[3]=276503,[4]=276504,[5]=276505,[6]=276506,[8]=276508,[9]=276509,[10]=276510,[11]=276511,[12]=276512",1,200,47811000,200,3,,,120,,0,,,,,0
2766,1177,狮驼岭3_6,[10]=276610,1,200,47811000,200,3,,,120,,0,,,,,0
2767,1177,狮驼岭3_7,"[2]=276702,[3]=276703,[4]=276704,[5]=276705,[6]=276706,[8]=276708,[9]=276709,[10]=276710,[11]=276711,[12]=276712",1,200,47811000,200,3,,,120,,0,,,,,0
2768,1177,狮驼岭3_8,[10]=276810,1,200,47811000,200,3,,,120,,0,,,,,0
2769,1177,狮驼岭3_9,[10]=276910,1,200,47811000,200,3,,,120,,0,,,,,0
2770,1177,狮驼岭3_10,"[2]=277002,[3]=277003,[4]=277004,[5]=277005,[6]=277006,[8]=277008,[9]=277009,[10]=277010,[11]=277011,[12]=277012",1,200,47811000,200,3,,,120,,0,,,,,0
2771,1178,狮驼岭4_1,"[2]=277102,[3]=277103,[4]=277104,[5]=277105,[6]=277106,[8]=277108,[9]=277109,[10]=277110,[11]=277111,[12]=277112",1,200,47811000,200,3,,,120,,0,,,,,0
2772,1178,狮驼岭4_2,[10]=277210,1,200,47811000,200,3,,,120,,0,,,,,0
2773,1178,狮驼岭4_3,"[2]=277302,[3]=277303,[4]=277304,[5]=277305,[6]=277306,[8]=277308,[9]=277309,[10]=277310,[11]=277311,[12]=277312",1,200,47811000,200,3,,,120,,0,,,,,0
2774,1178,狮驼岭4_4,[10]=277410,1,200,47811000,200,3,,,120,,0,,,,,0
2775,1178,狮驼岭4_5,[10]=277510,1,200,47811000,200,3,,,120,,0,,,,,0
2776,1178,狮驼岭4_6,"[2]=277602,[3]=277603,[4]=277604,[5]=277605,[6]=277606,[8]=277608,[9]=277609,[10]=277610,[11]=277611,[12]=277612",1,200,47811000,200,3,,,120,,0,,,,,0
2777,1178,狮驼岭4_7,"[2]=277702,[3]=277703,[4]=277704,[5]=277705,[6]=277706,[8]=277708,[9]=277709,[10]=277710,[11]=277711,[12]=277712",1,200,47811000,200,3,,,120,,0,,,,,0
2778,1178,狮驼岭4_8,[10]=277810,1,200,47811000,200,3,,,120,,0,,,,,0
2779,1178,狮驼岭4_9,"[2]=277902,[3]=277903,[4]=277904,[5]=277905,[6]=277906,[8]=277908,[9]=277909,[10]=277910,[11]=277911,[12]=277912",1,200,47811000,200,3,,,120,,0,,,,,0
2780,1178,狮驼岭4_10,"[2]=278002,[3]=278003,[4]=278004,[5]=278005,[6]=278006,[8]=278008,[9]=278009,[10]=278010,[11]=278011,[12]=278012",1,200,47811000,200,3,,,120,,0,,,,,0
2781,1179,狮驼岭5_1,"[2]=278102,[3]=278103,[4]=278104,[5]=278105,[6]=278106,[8]=278108,[9]=278109,[10]=278110,[11]=278111,[12]=278112",1,200,47811000,200,3,,,120,,0,,,,,0
2782,1179,狮驼岭5_2,[10]=278210,1,200,47811000,200,3,,,120,,0,,,,,0
2783,1179,狮驼岭5_3,"[2]=278302,[3]=278303,[4]=278304,[5]=278305,[6]=278306,[8]=278308,[9]=278309,[10]=278310,[11]=278311,[12]=278312",1,200,47811000,200,3,,,120,,0,,,,,0
