##关卡ID,名称,boss图,xml提示,索引名称,关卡等级,关卡集合序号,章节名称,章节索引名称,背景地图,地图,X坐标,Y坐标,战斗地图,战斗地图X,战斗地图Y,"引导性检查（{""appointLevel"", 20}/{""equipCheck""}/{""awakeCheck"", 20}）",标题（用于文字简介）,"偏移（{x, y, x1, x2, w}）",品质基数 100白色101蓝色102金色105传奇,"三星奖励（{物品entryId, 数量, 品质}",基础奖励,"可能奖励（1为金钱,2为元宝,3为装备,若为普通物品则直接以字符串格式填写物品的id：""10001""）",消耗体力,地图名,遇多少次怪,关联任务ID,关联开启功能信息索引,战斗中表演的电影的索引（文件名）,怪物库,敌营战力,下一关卡,战败提示,轨迹点,显示条件
Id_kn,name_s,bossImage_n,namexml_s,indexName_s,camLevel,chapterId_n,chapterName_s,chapterIndexName_s,bgImage_s,mapId_n,x_n,y_n,fightMap_n,fightMapX_n,fightMapY_n,guideCheck_t,title_s,offset_t,base_t,starItem_t,basePrize_t,prize_t,consume_n,map_c,autoFightNum_n,taskId_n,funcIndex_s,movieName_s,enemy_t,fighting_n,next_n,lostTips_s,spot_t,open_c
2210,火焰山9_10,20002,,9_10,0,1121,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=221002,[3]=221003,[4]=221004,[5]=221005,[6]=221006,[8]=221008,[9]=221009,[10]=221010,[11]=221011,[12]=221012",,1211,,,
2211,火焰山10_1,110006,,10_1,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=221110,,1212,,,
2212,火焰山10_2,110001,,10_2,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=221210,,1213,,,
2213,火焰山10_3,20007,,10_3,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=221302,[3]=221303,[4]=221304,[5]=221305,[6]=221306,[8]=221308,[9]=221309,[10]=221310,[11]=221311,[12]=221312",,1214,,,
2214,火焰山10_4,110001,,10_4,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=221410,,1215,,,
2215,火焰山10_5,120043,,10_5,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=221502,[3]=221503,[4]=221504,[5]=221505,[6]=221506,[8]=221508,[9]=221509,[10]=221510,[11]=221511,[12]=221512",,1216,,,
2216,火焰山10_6,100031,,10_6,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=221602,[3]=221603,[4]=221604,[5]=221605,[6]=221606,[8]=221608,[9]=221609,[10]=221610,[11]=221611,[12]=221612",,1217,,,
2217,火焰山10_7,20005,,10_7,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=221702,[3]=221703,[4]=221704,[5]=221705,[6]=221706,[8]=221708,[9]=221709,[10]=221710,[11]=221711,[12]=221712",,1218,,,
2218,火焰山10_8,100034,,10_8,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=221802,[3]=221803,[4]=221804,[5]=221805,[6]=221806,[8]=221808,[9]=221809,[10]=221810,[11]=221811,[12]=221812",,1219,,,
2219,火焰山10_9,20007,,10_9,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=221902,[3]=221903,[4]=221904,[5]=221905,[6]=221906,[8]=221908,[9]=221909,[10]=221910,[11]=221911,[12]=221912",,1220,,,
2220,火焰山10_10,110002,,10_10,0,1122,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=222010,,1221,,,
2221,火焰山11_1,120043,,11_1,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=222102,[3]=222103,[4]=222104,[5]=222105,[6]=222106,[8]=222108,[9]=222109,[10]=222110,[11]=222111,[12]=222112",,1222,,,
2222,火焰山11_2,20011,,11_2,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=222202,[3]=222203,[4]=222204,[5]=222205,[6]=222206,[8]=222208,[9]=222209,[10]=222210,[11]=222211,[12]=222212",,1223,,,
2223,火焰山11_3,20005,,11_3,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=222302,[3]=222303,[4]=222304,[5]=222305,[6]=222306,[8]=222308,[9]=222309,[10]=222310,[11]=222311,[12]=222312",,1224,,,
2224,火焰山11_4,110003,,11_4,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=222410,,1225,,,
2225,火焰山11_5,100033,,11_5,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=222502,[3]=222503,[4]=222504,[5]=222505,[6]=222506,[8]=222508,[9]=222509,[10]=222510,[11]=222511,[12]=222512",,1226,,,
2226,火焰山11_6,20010,,11_6,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=222602,[3]=222603,[4]=222604,[5]=222605,[6]=222606,[8]=222608,[9]=222609,[10]=222610,[11]=222611,[12]=222612",,1227,,,
2227,火焰山11_7,100034,,11_7,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=222702,[3]=222703,[4]=222704,[5]=222705,[6]=222706,[8]=222708,[9]=222709,[10]=222710,[11]=222711,[12]=222712",,1228,,,
2228,火焰山11_8,20002,,11_8,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=222802,[3]=222803,[4]=222804,[5]=222805,[6]=222806,[8]=222808,[9]=222809,[10]=222810,[11]=222811,[12]=222812",,1229,,,
2229,火焰山11_9,110005,,11_9,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=222910,,1230,,,
2230,火焰山11_10,20010,,11_10,0,1123,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=223002,[3]=223003,[4]=223004,[5]=223005,[6]=223006,[8]=223008,[9]=223009,[10]=223010,[11]=223011,[12]=223012",,1231,,,
2231,火焰山12_1,20011,,12_1,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=223102,[3]=223103,[4]=223104,[5]=223105,[6]=223106,[8]=223108,[9]=223109,[10]=223110,[11]=223111,[12]=223112",,1232,,,
2232,火焰山12_2,110003,,12_2,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=223210,,1233,,,
2233,火焰山12_3,110004,,12_3,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=223310,,1234,,,
2234,火焰山12_4,110004,,12_4,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=223410,,1235,,,
2235,火焰山12_5,20007,,12_5,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=223502,[3]=223503,[4]=223504,[5]=223505,[6]=223506,[8]=223508,[9]=223509,[10]=223510,[11]=223511,[12]=223512",,1236,,,
2236,火焰山12_6,20005,,12_6,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=223602,[3]=223603,[4]=223604,[5]=223605,[6]=223606,[8]=223608,[9]=223609,[10]=223610,[11]=223611,[12]=223612",,1237,,,
2237,火焰山12_7,20006,,12_7,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=223702,[3]=223703,[4]=223704,[5]=223705,[6]=223706,[8]=223708,[9]=223709,[10]=223710,[11]=223711,[12]=223712",,1238,,,
2238,火焰山12_8,20007,,12_8,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=223802,[3]=223803,[4]=223804,[5]=223805,[6]=223806,[8]=223808,[9]=223809,[10]=223810,[11]=223811,[12]=223812",,1239,,,
2239,火焰山12_9,110004,,12_9,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=223910,,1240,,,
2240,火焰山12_10,20010,,12_10,0,1124,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224002,[3]=224003,[4]=224004,[5]=224005,[6]=224006,[8]=224008,[9]=224009,[10]=224010,[11]=224011,[12]=224012",,1241,,,
2241,火焰山13_1,100033,,13_1,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224102,[3]=224103,[4]=224104,[5]=224105,[6]=224106,[8]=224108,[9]=224109,[10]=224110,[11]=224111,[12]=224112",,1242,,,
2242,火焰山13_2,20010,,13_2,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224202,[3]=224203,[4]=224204,[5]=224205,[6]=224206,[8]=224208,[9]=224209,[10]=224210,[11]=224211,[12]=224212",,1243,,,
2243,火焰山13_3,20002,,13_3,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224302,[3]=224303,[4]=224304,[5]=224305,[6]=224306,[8]=224308,[9]=224309,[10]=224310,[11]=224311,[12]=224312",,1244,,,
2244,火焰山13_4,100032,,13_4,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224402,[3]=224403,[4]=224404,[5]=224405,[6]=224406,[8]=224408,[9]=224409,[10]=224410,[11]=224411,[12]=224412",,1245,,,
2245,火焰山13_5,20007,,13_5,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224502,[3]=224503,[4]=224504,[5]=224505,[6]=224506,[8]=224508,[9]=224509,[10]=224510,[11]=224511,[12]=224512",,1246,,,
2246,火焰山13_6,20007,,13_6,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224602,[3]=224603,[4]=224604,[5]=224605,[6]=224606,[8]=224608,[9]=224609,[10]=224610,[11]=224611,[12]=224612",,1247,,,
2247,火焰山13_7,100033,,13_7,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224702,[3]=224703,[4]=224704,[5]=224705,[6]=224706,[8]=224708,[9]=224709,[10]=224710,[11]=224711,[12]=224712",,1248,,,
2248,火焰山13_8,20006,,13_8,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224802,[3]=224803,[4]=224804,[5]=224805,[6]=224806,[8]=224808,[9]=224809,[10]=224810,[11]=224811,[12]=224812",,1249,,,
2249,火焰山13_9,20002,,13_9,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=224902,[3]=224903,[4]=224904,[5]=224905,[6]=224906,[8]=224908,[9]=224909,[10]=224910,[11]=224911,[12]=224912",,1250,,,
2250,火焰山13_10,20010,,13_10,0,1125,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225002,[3]=225003,[4]=225004,[5]=225005,[6]=225006,[8]=225008,[9]=225009,[10]=225010,[11]=225011,[12]=225012",,1251,,,
2251,火焰山14_1,20006,,14_1,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225102,[3]=225103,[4]=225104,[5]=225105,[6]=225106,[8]=225108,[9]=225109,[10]=225110,[11]=225111,[12]=225112",,1252,,,
2252,火焰山14_2,120043,,14_2,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225202,[3]=225203,[4]=225204,[5]=225205,[6]=225206,[8]=225208,[9]=225209,[10]=225210,[11]=225211,[12]=225212",,1253,,,
2253,火焰山14_3,100034,,14_3,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225302,[3]=225303,[4]=225304,[5]=225305,[6]=225306,[8]=225308,[9]=225309,[10]=225310,[11]=225311,[12]=225312",,1254,,,
2254,火焰山14_4,20005,,14_4,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225402,[3]=225403,[4]=225404,[5]=225405,[6]=225406,[8]=225408,[9]=225409,[10]=225410,[11]=225411,[12]=225412",,1255,,,
2255,火焰山14_5,100030,,14_5,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225502,[3]=225503,[4]=225504,[5]=225505,[6]=225506,[8]=225508,[9]=225509,[10]=225510,[11]=225511,[12]=225512",,1256,,,
2256,火焰山14_6,100033,,14_6,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225602,[3]=225603,[4]=225604,[5]=225605,[6]=225606,[8]=225608,[9]=225609,[10]=225610,[11]=225611,[12]=225612",,1257,,,
2257,火焰山14_7,110004,,14_7,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=225710,,1258,,,
2258,火焰山14_8,20010,,14_8,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225802,[3]=225803,[4]=225804,[5]=225805,[6]=225806,[8]=225808,[9]=225809,[10]=225810,[11]=225811,[12]=225812",,1259,,,
2259,火焰山14_9,100031,,14_9,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=225902,[3]=225903,[4]=225904,[5]=225905,[6]=225906,[8]=225908,[9]=225909,[10]=225910,[11]=225911,[12]=225912",,1260,,,
2260,火焰山14_10,20006,,14_10,0,1126,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226002,[3]=226003,[4]=226004,[5]=226005,[6]=226006,[8]=226008,[9]=226009,[10]=226010,[11]=226011,[12]=226012",,1261,,,
2261,火焰山15_1,20006,,15_1,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226102,[3]=226103,[4]=226104,[5]=226105,[6]=226106,[8]=226108,[9]=226109,[10]=226110,[11]=226111,[12]=226112",,1262,,,
2262,火焰山15_2,110002,,15_2,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=226210,,1263,,,
2263,火焰山15_3,100031,,15_3,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226302,[3]=226303,[4]=226304,[5]=226305,[6]=226306,[8]=226308,[9]=226309,[10]=226310,[11]=226311,[12]=226312",,1264,,,
2264,火焰山15_4,20005,,15_4,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226402,[3]=226403,[4]=226404,[5]=226405,[6]=226406,[8]=226408,[9]=226409,[10]=226410,[11]=226411,[12]=226412",,1265,,,
2265,火焰山15_5,100033,,15_5,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226502,[3]=226503,[4]=226504,[5]=226505,[6]=226506,[8]=226508,[9]=226509,[10]=226510,[11]=226511,[12]=226512",,1266,,,
2266,火焰山15_6,20010,,15_6,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226602,[3]=226603,[4]=226604,[5]=226605,[6]=226606,[8]=226608,[9]=226609,[10]=226610,[11]=226611,[12]=226612",,1267,,,
2267,火焰山15_7,20007,,15_7,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226702,[3]=226703,[4]=226704,[5]=226705,[6]=226706,[8]=226708,[9]=226709,[10]=226710,[11]=226711,[12]=226712",,1268,,,
2268,火焰山15_8,100030,,15_8,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226802,[3]=226803,[4]=226804,[5]=226805,[6]=226806,[8]=226808,[9]=226809,[10]=226810,[11]=226811,[12]=226812",,1269,,,
2269,火焰山15_9,20007,,15_9,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,"[2]=226902,[3]=226903,[4]=226904,[5]=226905,[6]=226906,[8]=226908,[9]=226909,[10]=226910,[11]=226911,[12]=226912",,1270,,,
2270,火焰山15_10,110005,,15_10,0,1127,火焰山,,,50005,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,火焰山,3,,,,[10]=227010,,1271,,,
2271,小雷音寺1_1,20011,,1_1,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,"[2]=227102,[3]=227103,[4]=227104,[5]=227105,[6]=227106,[8]=227108,[9]=227109,[10]=227110,[11]=227111,[12]=227112",,1272,,,
2272,小雷音寺1_2,100033,,1_2,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,"[2]=227202,[3]=227203,[4]=227204,[5]=227205,[6]=227206,[8]=227208,[9]=227209,[10]=227210,[11]=227211,[12]=227212",,1273,,,
2273,小雷音寺1_3,100033,,1_3,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,"[2]=227302,[3]=227303,[4]=227304,[5]=227305,[6]=227306,[8]=227308,[9]=227309,[10]=227310,[11]=227311,[12]=227312",,1274,,,
2274,小雷音寺1_4,110006,,1_4,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,[10]=227410,,1275,,,
2275,小雷音寺1_5,110005,,1_5,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,[10]=227510,,1276,,,
2276,小雷音寺1_6,110005,,1_6,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,[10]=227610,,1277,,,
2277,小雷音寺1_7,100031,,1_7,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,"[2]=227702,[3]=227703,[4]=227704,[5]=227705,[6]=227706,[8]=227708,[9]=227709,[10]=227710,[11]=227711,[12]=227712",,1278,,,
2278,小雷音寺1_8,110006,,1_8,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,[10]=227810,,1279,,,
2279,小雷音寺1_9,110002,,1_9,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,[10]=227910,,1280,,,
2280,小雷音寺1_10,100032,,1_10,0,1128,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,"[2]=228002,[3]=228003,[4]=228004,[5]=228005,[6]=228006,[8]=228008,[9]=228009,[10]=228010,[11]=228011,[12]=228012",,1281,,,
2281,小雷音寺2_1,110003,,2_1,0,1129,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,[10]=228110,,1282,,,
2282,小雷音寺2_2,20011,,2_2,0,1129,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,"[2]=228202,[3]=228203,[4]=228204,[5]=228205,[6]=228206,[8]=228208,[9]=228209,[10]=228210,[11]=228211,[12]=228212",,1283,,,
2283,小雷音寺2_3,110005,,2_3,0,1129,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,[10]=228310,,1284,,,
2284,小雷音寺2_4,20011,,2_4,0,1129,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,"[2]=228402,[3]=228403,[4]=228404,[5]=228405,[6]=228406,[8]=228408,[9]=228409,[10]=228410,[11]=228411,[12]=228412",,1285,,,
2285,小雷音寺2_5,110006,,2_5,0,1129,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,[10]=228510,,1286,,,
2286,小雷音寺2_6,20010,,2_6,0,1129,小雷音寺,,,50021,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,小雷音寺,3,,,,"[2]=228602,[3]=228603,[4]=228604,[5]=228605,[6]=228606,[8]=228608,[9]=228609,[10]=228610,[11]=228611,[12]=228612",,1287,,,
