,名称,模型,难度系数,等级,生命上限,面板物理攻击,防御,出手速度,暴击值,抗暴值,爆伤加成,闪避值,命中值,无视防御,减免无视,暴伤减免,伤害增加,伤害减少,PVP伤加,PVP伤减,PVE伤加,PVE伤减,技能列表,技能队列,头目,普通技能ID
217811,硬壳龟,100027,0,160,65107,512718,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
217812,冰火螳螂,100016,0,160,65107,512718,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
217910,穷奇,100038,0,160,1465268,5983178,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
218002,白熊精,100008,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
218003,硬壳龟,100027,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
218004,强盗,100002,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
218005,林妖,100014,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
218006,古树精,100013,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
218008,利刃猿,100028,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
218009,白熊精,100008,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
218010,九尾狐,20007,0,160,814237,854950,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50005,"0,0,0,0",1,50005
218011,五毒蝎,100021,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
218012,石狮,100007,0,160,65139,512970,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
218102,巫龟,100022,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
218103,林妖,100014,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
218104,魔爪花,100025,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
218105,异面怪,100009,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
218106,强盗,100002,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
218108,冰火螳螂,100016,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
218109,利刃猿,100028,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
218110,黑水玄蛇,20010,0,160,814437,855160,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50006,"0,0,0,0",1,50006
218111,蚌精,100005,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
218112,异面怪,100009,0,160,65155,513096,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
218202,巫龟,100022,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
218203,炎魔,100017,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
218204,跳跳鼠,100004,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
218205,麟鹿,100015,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
218206,硬壳龟,100027,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
218208,蛮牛,100006,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
218209,蛮牛,100006,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
218210,剑齿虎,20006,0,160,814637,855370,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50004,"0,0,0,0",1,50004
218211,跳跳鼠,100004,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
218212,木鱼怪,100026,0,160,65171,513222,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
218302,跳跳鼠,100004,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
218303,灵猴,100023,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
218304,小骷髅,100003,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
218305,麟鹿,100015,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
218306,寒霜狼,100011,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
218308,瞌睡蛇,100020,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
218309,五毒蝎,100021,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
218310,忠勇兔,20011,0,160,814837,855580,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50007,"0,0,0,0",1,50007
218311,蛮牛,100006,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
218312,灵猴,100023,0,160,65187,513348,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
218402,利刃猿,100028,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
218403,跳跳鼠,100004,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
218404,强盗,100002,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
218405,利刃猿,100028,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
218406,冰火螳螂,100016,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
218408,林妖,100014,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
218409,异面怪,100009,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
218410,云中子,100034,0,160,815037,855790,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80034,"0,0,0,0",1,80034
218411,灵猴,100023,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
218412,石巨人,100024,0,160,65203,513474,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
218502,强盗,100002,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
218503,剑魂,100012,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
218504,石巨人,100024,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
218505,灵猴,100023,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
218506,强盗,100002,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
218508,异面怪,100009,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
218509,邪毒蜂,100018,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
218510,地域三头犬,20008,0,160,815237,856000,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80035,"0,0,0,0",1,80035
218511,邪毒蜂,100018,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
218512,木鱼怪,100026,0,160,65219,513600,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
218602,蛮牛,100006,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
218603,魔爪花,100025,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
218604,邪毒蜂,100018,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
218605,小僵尸,100019,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
218606,蛮牛,100006,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
218608,五毒蝎,100021,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
218609,硬壳龟,100027,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
218610,宠物剑邪,100030,0,160,815437,856210,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80030,"0,0,0,0",1,80030
218611,强盗,100002,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
218612,剑魂,100012,0,160,65235,513726,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
218702,石狮,100007,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
218703,强盗,100002,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
218704,灵猴,100023,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
218705,小骷髅,100003,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
218706,小僵尸,100019,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
218708,木鱼怪,100026,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
218709,强盗,100002,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
218710,九尾狐,20007,0,160,815637,856420,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50005,"0,0,0,0",1,50005
218711,林妖,100014,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
218712,跳跳鼠,100004,0,160,65251,513852,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
218810,魅,100040,0,160,1468508,5996408,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
218902,瞌睡蛇,100020,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
218903,木鱼怪,100026,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
218904,灵猴,100023,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
218905,麟鹿,100015,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
218906,利刃猿,100028,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
218908,硬壳龟,100027,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
218909,五毒蝎,100021,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
218910,忠勇兔,20011,0,160,816037,856840,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50007,"0,0,0,0",1,50007
218911,小乌龟,100001,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
218912,利刃猿,100028,0,160,65283,514104,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
219002,炎魔,100017,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
219003,石巨人,100024,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
219004,麟鹿,100015,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
219005,剑魂,100012,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
219006,利刃猿,100028,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
219008,林妖,100014,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
219009,蛮牛,100006,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
219010,黑水玄蛇,20010,0,160,816237,857050,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50006,"0,0,0,0",1,50006
219011,白熊精,100008,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
219012,蚌精,100005,0,160,65299,514230,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219102,蚌精,100005,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219103,小乌龟,100001,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
219104,小乌龟,100001,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
219105,蚌精,100005,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219106,石巨人,100024,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
219108,寒霜狼,100011,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
219109,跳跳鼠,100004,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
219110,玉冥真人,100033,0,160,816437,857260,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
219111,木鱼怪,100026,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
219112,蚌精,100005,0,160,65315,514356,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219202,小僵尸,100019,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
219203,蚌精,100005,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219204,寒霜狼,100011,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
219205,麟鹿,100015,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
219206,山精,100029,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
219208,硬壳龟,100027,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
219209,石狮,100007,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
219210,云中子,100034,0,160,816637,857470,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80034,"0,0,0,0",1,80034
219211,硬壳龟,100027,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
219212,麟鹿,100015,0,160,65331,514482,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
219310,魅,100040,0,160,1470308,6003758,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
219402,山精,100029,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
219403,强盗,100002,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
219404,冰火螳螂,100016,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
219405,跳跳鼠,100004,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
219406,跳跳鼠,100004,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
219408,白熊精,100008,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
219409,小乌龟,100001,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
219410,黑水玄蛇,20010,0,160,817037,857890,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50006,"0,0,0,0",1,50006
219411,古树精,100013,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
219412,白熊精,100008,0,160,65363,514734,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
219510,深渊之龙,100039,0,160,1471028,6006698,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
219602,蚌精,100005,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219603,山精,100029,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
219604,冰火螳螂,100016,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
219605,灵猴,100023,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
219606,寒霜狼,100011,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
219608,蛮牛,100006,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
219609,林妖,100014,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
219610,云中子,100034,0,160,817437,858310,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80034,"0,0,0,0",1,80034
219611,瞌睡蛇,100020,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
219612,冰火螳螂,100016,0,160,65395,514986,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
219702,木鱼怪,100026,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
219703,灵猴,100023,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
219704,五毒蝎,100021,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
219705,蝶精灵,100010,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
219706,小乌龟,100001,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
219708,小乌龟,100001,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
219709,五毒蝎,100021,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
219710,鲛人,20001,0,160,817637,858520,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50001,"0,0,0,0",1,50001
219711,蚌精,100005,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219712,五毒蝎,100021,0,160,65411,515112,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
219802,林妖,100014,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
219803,蚌精,100005,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219804,蚌精,100005,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219805,山精,100029,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
219806,蝶精灵,100010,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
219808,强盗,100002,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
219809,古树精,100013,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
219810,月光蝶,20005,0,160,817837,858730,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50003,"0,0,0,0",1,50003
219811,小乌龟,100001,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
219812,石巨人,100024,0,160,65427,515238,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
219902,利刃猿,100028,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
219903,石狮,100007,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
219904,蚌精,100005,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
219905,炎魔,100017,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
219906,小乌龟,100001,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
219908,魔爪花,100025,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
219909,木鱼怪,100026,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
219910,鲛人,20001,0,160,818037,858940,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,50001,"0,0,0,0",1,50001
219911,利刃猿,100028,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
219912,魔爪花,100025,0,160,65443,515364,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
220010,魅,100040,0,160,1472828,6014048,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
220102,灵猴,100023,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
220103,五毒蝎,100021,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
220104,古树精,100013,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
220105,强盗,100002,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
220106,冰火螳螂,100016,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
220108,邪毒蜂,100018,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
220109,小僵尸,100019,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
220110,云中子,100034,0,160,818437,859360,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80034,"0,0,0,0",1,80034
220111,木鱼怪,100026,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
220112,冰火螳螂,100016,0,160,65475,515616,0,1,10,0,1.2,5,10000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
